Predicted Value,Actual Value
237296.21458726216,262800.0
313490.96011246834,283300.0
254439.4858187907,284800.0
241787.27986910928,247400.0
289241.86244755797,296600.0
313159.2947720957,312000.0
250230.46554020542,247000.0
242239.1132876817,274100.0
300189.9271117203,282300.0
282213.118586852,331600.0
179812.58830565232,286600.0
362442.58315215376,424600.0
325607.63106668496,283300.0
260600.5909797323,344600.0
286013.09009987785,320500.0
367402.0393329177,426900.0
264122.60503204894,351400.0
228929.09232518595,288200.0
319185.58759245713,346700.0
283341.6111001237,376200.0
243376.95586414548,214000.0
289674.30250216596,240000.0
249031.74438486627,327500.0
265241.74016966985,278100.0
216995.39377761135,211900.0
214894.9192164084,236900.0
266186.5287827357,238000.0
235511.08145012424,264200.0
264252.84941405774,248700.0
280822.9594752761,264700.0
258455.07073023162,332800.0
167503.26980197395,291300.0
232222.76846053303,230700.0
254165.69017445686,258500.0
247172.4294882234,240500.0
230779.51124363006,308800.0
235468.50687632384,253500.0
299179.6886744,255100.0
236179.53639178333,281000.0
344223.305221794,397000.0
262065.64433804926,282100.0
257848.4654352201,232000.0
303329.7643682027,337300.0
253790.89715016578,255600.0
281535.6956310326,240400.0
240070.75670467655,250000.0
253605.80661872347,263600.0
296885.58415189246,283300.0
242140.51975376523,267200.0
267230.114596767,261100.0
217084.02010392927,255200.0
287963.5280507194,316500.0
265364.45990246616,231700.0
215911.84859036203,218600.0
203610.80377986564,204700.0
213725.18919784154,225900.0
161854.77749602718,240300.0
244644.55576182244,264500.0
233201.04092899174,234800.0
241715.3302123073,268800.0
301649.92118408665,365400.0
267182.986110794,302900.0
227221.32182516917,313100.0
213102.68587314783,281900.0
279085.71731649607,267400.0
257747.69646162863,289000.0
269586.6834257792,263300.0
252745.76127831585,240900.0
167463.2483311006,184900.0
158689.97859474682,175800.0
154798.33719706867,177600.0
192962.51811313914,164200.0
151704.61518949928,112500.0
144911.74485250708,215900.0
196588.95303800525,152400.0
142421.9324984282,112500.0
168102.958360759,191100.0
189848.99905550052,173400.0
99231.54150887056,172800.0
218553.59015975843,192600.0
97391.26971153669,127900.0
209081.25918724123,188100.0
176856.23560531202,176300.0
225292.8460093737,212800.0
168703.61342111655,228000.0
191247.66845493772,249600.0
245448.57809588837,178400.0
186099.29695495468,87500.0
172857.60853677784,185800.0
176250.34863677536,178600.0
194539.805562012,191900.0
208767.5289029885,160400.0
194191.86490033666,166100.0
156676.39970201915,232700.0
202895.34157581878,235800.0
245597.19782254467,253100.0
239118.59342128964,217000.0
232045.9513675847,176400.0
210888.15555498176,123500.0
150791.53680702244,115200.0
195728.58637426223,178600.0
184529.3280948433,183100.0
197567.32588602556,179500.0
174616.75986304975,191000.0
212559.32727679808,222800.0
150847.51253277637,165300.0
162426.45778583857,177500.0
238206.90073802785,219400.0
177922.49741405525,139700.0
196915.42046800393,212500.0
165774.99763157844,164900.0
128581.03380161757,231400.0
190254.56988924707,175800.0
225603.21613925675,181000.0
240117.54971899837,343000.0
239037.63133269583,231400.0
252511.17236515819,263900.0
221292.04148025115,262400.0
256357.0313483499,223300.0
333561.36840643,338400.0
356522.5526279925,500001.0
292363.1829717414,355300.0
310652.2592102365,348400.0
277517.9477117112,378200.0
281702.7967602844,277800.0
239609.72702391402,231000.0
252719.91845872512,283700.0
270520.4767753506,359500.0
239438.32697114092,224200.0
220882.76893123196,217400.0
224501.6554058822,227600.0
228868.57350713824,241900.0
266252.1307585023,241300.0
226619.9113817691,286200.0
221860.8513477037,186500.0
250368.17238080618,209900.0
202577.0790469629,164500.0
216297.37922601006,235600.0
226591.21997710798,235600.0
211248.31539060368,232000.0
236838.11313353467,235700.0
300149.9101510463,271500.0
243708.14290524204,241900.0
227441.1746685215,241000.0
285317.8791284817,362700.0
263723.3082733557,292200.0
292115.3982257857,302600.0
307615.6311678625,277900.0
262274.0407480691,335500.0
166806.60336604354,133700.0
293875.4022809131,294700.0
222553.23758406242,221000.0
204314.82372834423,165000.0
174215.894367793,160100.0
160969.4077604705,163600.0
119227.37982740121,179000.0
161368.50981193598,182400.0
165949.77176948442,195300.0
185085.09267019847,172600.0
201444.1639857144,185500.0
236803.20278579605,192800.0
215409.79330926682,240700.0
161723.31879120355,162900.0
175713.56934438454,173600.0
116310.8456272119,193400.0
166997.07619159535,182500.0
195786.42818501694,194500.0
162239.4662134412,182100.0
172812.09249040214,153300.0
141255.68281560316,137500.0
113788.44134038991,164000.0
116813.56200438352,160100.0
79234.73503151302,182200.0
111106.9070340359,210300.0
171279.3975597295,140100.0
173967.02845171583,159600.0
182410.29760899185,128600.0
166198.90283861005,205900.0
229958.30935026333,156800.0
196436.97344779674,201800.0
225211.6548246135,286500.0
256599.4324493418,229900.0
218455.2106454601,209900.0
249225.00048955288,195800.0
177981.18716406234,184800.0
235277.72756348917,209100.0
190737.9596040268,182400.0
210046.6692729139,187500.0
208425.94636421546,214800.0
221245.18438696794,196300.0
163153.55355525715,171700.0
184046.74660651563,183800.0
145952.42702601544,178600.0
236675.9882526178,215200.0
232846.47394735212,213100.0
198071.89566014236,167600.0
186877.65664531375,161500.0
208977.11986010487,167900.0
351429.8093788865,456500.0
299608.0780004309,286200.0
280976.46054542786,330800.0
555104.4331120602,416700.0
326726.1234845726,320900.0
335396.62504613685,328000.0
239957.18102958394,325600.0
328688.22988684475,374100.0
218786.99581733573,259700.0
255029.37428931598,246800.0
214057.91829230805,163500.0
237385.6571065984,269100.0
290893.3686239528,273900.0
283851.6275884517,273700.0
301516.24855905067,351600.0
281894.360003286,268400.0
196015.07139351973,229800.0
241354.24696048792,258100.0
251449.17237842403,276600.0
263767.4768255727,329400.0
324153.5177922123,320700.0
315769.4924651459,288500.0
270808.3231607407,348300.0
193644.6764025707,150000.0
127875.03553527314,500001.0
79926.90117793305,187500.0
219480.83769852525,333700.0
276420.4468245148,335600.0
263793.01225471415,181100.0
207785.56315057023,425000.0
278671.8721385513,271400.0
256853.2158068284,272700.0
251000.45496096998,267800.0
296149.15776951355,258500.0
301713.63984785497,265300.0
256388.6890142977,243200.0
256442.78507980175,178900.0
252472.06775458218,199100.0
271516.1328418797,266900.0
325786.9182878075,267000.0
280271.18533214816,263600.0
275333.75955481554,299400.0
244175.09738559846,265500.0
371090.85983249615,441000.0
171282.43223414477,245800.0
260363.7423183397,204100.0
275701.74509047496,254200.0
314963.77672343346,367900.0
257250.18664316047,264500.0
254791.45730591618,248700.0
210955.68522452624,226900.0
283851.3834215939,264800.0
244520.60667819573,261100.0
238732.46274373788,186900.0
215908.9755251403,144000.0
258328.43508675153,226400.0
254742.67764899568,237900.0
432019.98484370665,500001.0
458162.38897098263,500001.0
220680.4837137969,254400.0
293546.5310017665,311200.0
688899.1313890201,500001.0
195342.4180678416,220700.0
254854.54497473952,226800.0
265896.6596729325,276200.0
243901.56853956654,320500.0
201755.8202467727,174100.0
253113.55190874802,228700.0
358600.89057492523,225000.0
216130.1891565436,252200.0
228022.58302254733,225800.0
236731.61666606154,255100.0
244766.59261218482,212500.0
234220.65490344193,224900.0
166488.77024663,225000.0
152482.21528477807,158000.0
207000.29223178118,112500.0
220212.32293454843,226700.0
255571.1765804068,235300.0
247082.68650370016,230700.0
220841.21609706123,226800.0
211778.86430065418,137500.0
209327.53183346338,81300.0
221874.9061365144,232400.0
288082.69444293546,236900.0
184173.58206789443,47500.0
274586.23012900853,229800.0
228450.88145448948,238000.0
268795.06170420133,255500.0
221876.6852409611,219300.0
223199.08352717748,264100.0
172363.69059557293,87500.0
225021.80238501096,137500.0
240123.4238486471,112500.0
181976.6916162148,67500.0
201459.58024930855,199700.0
183998.38744978947,137500.0
184408.59023932714,208300.0
210769.53179034306,208600.0
198094.12426283723,235600.0
165875.10126892856,234100.0
214343.9125302665,218500.0
239640.06929316183,215400.0
235280.13948235777,252100.0
260829.51346036693,217500.0
230559.91709155083,237500.0
291800.9181652763,254500.0
293933.34957719175,271200.0
225618.17779743962,269900.0
249617.61253414687,264500.0
214845.5607989152,261400.0
311528.7045726892,258300.0
242821.57648025977,247600.0
231089.347046899,242700.0
281302.605455215,287200.0
373330.48322177003,281900.0
261007.96719447037,254600.0
241639.48878777854,298300.0
258293.6856844705,270300.0
207119.35115781488,261800.0
277752.5931800092,282200.0
207650.25510856108,261100.0
241458.96938452622,238900.0
274856.1835043126,198400.0
233270.3408734214,212200.0
239132.2995218521,240000.0
275674.31902393285,238700.0
308381.7211057405,307400.0
240883.70712621932,262900.0
223584.1943243913,251300.0
218390.99696654503,287100.0
266470.1175410124,279900.0
192933.46760536937,244400.0
164940.05962036236,231600.0
161807.1458534016,244000.0
225117.6281611179,235500.0
209408.8664901398,237900.0
267970.5446081125,236100.0
192477.50706064093,286500.0
227704.9621420057,229300.0
228884.7424608484,250000.0
213623.31810268678,257600.0
255779.26569423886,251100.0
273057.1701157391,246100.0
237595.90804219726,256100.0
169485.38663691064,275900.0
255243.60091749387,294700.0
251161.01278320138,288300.0
228081.60237898896,276900.0
250868.34586413685,255400.0
295006.59885682655,254100.0
291292.5067783189,288300.0
194128.55854760727,252600.0
211595.30478434806,247800.0
303440.2705838408,330500.0
299907.98315993685,302400.0
271284.06732698885,315600.0
284352.1025991117,302100.0
260800.04113640296,287600.0
295152.49487568,294300.0
250339.37054469078,313900.0
220559.55123789675,285800.0
305064.0296053799,335900.0
272699.1108091217,342000.0
277919.28448503255,355200.0
331150.7126179208,279800.0
242084.42667520416,217700.0
283426.1809008781,288900.0
292559.38642491924,288300.0
275541.71671585005,339600.0
275077.9335428697,237500.0
209426.9984444921,227700.0
247852.5930119458,263200.0
158819.18745255953,281900.0
331124.0653011026,365500.0
271405.5683440849,290900.0
299262.5524777729,267500.0
202572.51945831106,314900.0
233854.7147904666,277300.0
180975.87114571742,270500.0
255692.65213680823,307000.0
211486.21055632996,329500.0
310342.8116810272,332500.0
229477.31881801912,293000.0
188246.56424012352,262500.0
231094.13518168972,267500.0
254342.68629012187,227300.0
224467.3485006931,212500.0
209898.5740458187,214100.0
110665.77462843234,181300.0
239207.0995018862,262500.0
229004.5880165652,234300.0
220324.03039745233,260000.0
261722.6626242083,242900.0
242407.3823008194,283200.0
361400.62911507976,283000.0
209937.73975003944,264900.0
271759.23216987663,280400.0
294310.2023741034,296100.0
245140.66340347286,277300.0
196079.94139667516,269100.0
272931.39563177194,272600.0
270337.9079500254,275000.0
262781.2942478245,273500.0
313437.6470795097,344100.0
222405.24331846752,303400.0
260415.49179442233,275000.0
250837.26996415708,283000.0
264060.91945721954,300300.0
205855.57006481325,265300.0
272946.68972508016,278000.0
253192.9473347307,269400.0
270357.0545815249,298900.0
221823.39192804438,273900.0
276415.41815630696,269100.0
279557.9735109391,286800.0
237327.81953024957,255100.0
122555.59588236634,333300.0
265710.10081277956,332000.0
301896.3793035531,413500.0
299502.2785101225,405400.0
286357.94260997995,430900.0
305413.62548359524,371900.0
287959.4207064789,268200.0
241314.7570189792,252600.0
228670.78683211326,234200.0
244116.43147645108,243200.0
298967.9549096618,260100.0
241619.71783925855,245300.0
253233.85494172125,274600.0
236303.88833396634,272000.0
280523.8216323075,279400.0
266448.66316975444,290500.0
337786.2717902441,363800.0
292789.65707277216,335900.0
262832.0524633811,281200.0
288512.62815166573,271800.0
328051.5985284943,405000.0
392076.80692713574,500001.0
365629.58707823674,476400.0
233851.07382586048,445900.0
345186.33114155673,500001.0
399484.1201620905,500001.0
436620.32394552877,500001.0
250352.6485044303,436100.0
234198.28231874554,396300.0
419888.56711163896,500001.0
226360.70099564927,339300.0
308140.12570427114,367800.0
240553.8574039994,340700.0
347638.3483725572,347800.0
377291.12272772857,442500.0
656619.0743076584,500001.0
477466.970007338,500001.0
358044.41674807825,496400.0
484902.8454056849,500001.0
395163.4937409558,500001.0
286119.1085557149,415800.0
398298.0839542219,500001.0
454751.09581036674,500001.0
374837.04016226344,500001.0
465053.08314566215,500001.0
361446.6278108168,500001.0
332080.8841383815,500001.0
372625.99723855924,500001.0
497761.41007075127,500001.0
475170.270129353,500001.0
459923.44647530996,500001.0
380379.1778620317,500001.0
451697.12802059087,500001.0
345720.35809006303,500001.0
409057.26160244143,500001.0
292761.5297382164,346100.0
390241.32103373227,500001.0
277997.76754817984,335900.0
368772.6679374522,500001.0
440436.52159184177,500001.0
410944.5290120304,500001.0
468929.14652040135,500001.0
463707.91283192346,500001.0
519655.72180229565,500001.0
469108.89712204615,500001.0
361116.1988159235,500001.0
378478.3034432645,498800.0
302108.832247226,380800.0
359658.4362967444,455500.0
409268.510562199,500001.0
439914.91480055056,500001.0
357128.04504735576,420000.0
318465.59230451524,500001.0
338938.1797832571,500001.0
332666.2360789267,485300.0
357271.73146852676,368900.0
281908.7350910151,396200.0
255764.04474052545,288300.0
253877.32155181846,416300.0
355231.358582632,474700.0
326726.2262158556,436400.0
255583.6957166413,351200.0
273872.7782364828,431400.0
298351.6123820964,393800.0
253298.3935781875,355100.0
286391.2900584516,417000.0
327451.7749458754,345900.0
261446.74622099078,409100.0
310806.69462147116,411300.0
353039.57384614035,380600.0
292356.97453604155,332000.0
355230.482001493,372700.0
334763.92458252097,400700.0
226035.54580097157,275700.0
299070.6295059347,326300.0
278508.982801154,335300.0
295894.90971178614,341400.0
288256.0789517502,332500.0
310265.79969717143,354600.0
306600.6100818835,341900.0
308223.8358078633,348300.0
306703.44464717474,340100.0
297436.570588104,404800.0
256898.28687269267,244500.0
314530.5324985182,332700.0
250299.79677389623,284000.0
260206.4601583742,242200.0
334101.29437517223,373600.0
341921.1752273705,412300.0
268205.8954103757,231200.0
307790.8058278185,360600.0
308837.9290891665,338700.0
370029.1695374182,365700.0
235901.8895409422,354400.0
296309.8759363283,350000.0
277163.97603805055,344700.0
292330.0694058578,451800.0
271960.8578043674,352100.0
265085.69905898185,289500.0
266382.738843194,333000.0
286140.9020156999,343100.0
263518.2642319251,351500.0
314107.65813980374,344200.0
338284.2424569777,388100.0
372095.9607340516,423900.0
316484.6167232095,416500.0
321651.6008967651,451400.0
345532.97935710725,431600.0
350361.5746990796,432600.0
335253.03115383297,292900.0
278219.13567062997,370100.0
359912.3019510168,447300.0
207492.98308179504,342400.0
192636.13230942088,225000.0
228037.02636748514,271500.0
289155.02764384676,291400.0
220774.27409709903,316900.0
225815.12384848585,409700.0
375302.38222078973,381800.0
301359.0085025152,327500.0
281420.69870371115,322700.0
255966.6645894648,430100.0
306395.24664797797,411900.0
316258.7470005364,383000.0
356968.89517289517,406800.0
318733.80487510486,403000.0
319190.43231897504,344700.0
265390.18315080256,367400.0
285317.8647433158,362200.0
265178.5167108809,228400.0
276462.9079905552,311400.0
282149.1912024552,500001.0
234099.80904749985,243800.0
228641.09831421988,378000.0
229208.08090956698,253600.0
263581.75127395586,335200.0
305555.16696749174,349000.0
326927.67687943863,346300.0
255517.19609905896,323600.0
317164.4764340816,368300.0
226030.7263980411,337000.0
288238.25757517293,239400.0
188272.95346629483,256000.0
264713.9101153373,284800.0
213235.79986698655,325000.0
220366.7061208333,252800.0
263229.86837571335,311600.0
228283.82871624595,273600.0
244653.3783546929,252400.0
241742.85822739874,224600.0
240047.47260064748,230400.0
254203.27350480662,327700.0
237008.04866509486,167300.0
338020.70498788403,360900.0
197098.05013281602,178100.0
260796.75008025547,232700.0
198831.40805071717,254400.0
234664.9692148347,222200.0
275248.97246541915,252600.0
285820.10147530586,239400.0
226153.93691866536,250200.0
236837.3605263217,261000.0
238528.41877618764,249500.0
253933.43627251004,239700.0
337907.7352605229,280100.0
228660.88184501935,450000.0
213694.986840271,364200.0
275933.86610398756,336500.0
294886.9158097582,270800.0
232728.01484137913,324200.0
224931.2339618408,350000.0
353611.0035222304,267400.0
191932.63629450748,375000.0
205153.01310891757,40000.0
245020.64487279695,500001.0
289573.15953903,470000.0
316715.6749088038,500001.0
273349.6555403742,262500.0
245229.11878343535,289300.0
284715.2338514979,284600.0
222701.4984383671,262500.0
271081.75243828906,322300.0
277342.3507531059,192200.0
237871.15744064673,277000.0
276881.7493575211,308700.0
241885.27284752458,288900.0
275257.30725755735,264700.0
306104.2761476057,343300.0
161330.24000348084,284100.0
202687.68815011854,266700.0
206026.5797240884,274000.0
221086.38690136545,197200.0
175995.65780580643,290600.0
249294.6101665303,229800.0
298861.5265196452,351900.0
239110.24065438824,182700.0
262490.19469109626,165600.0
232890.5563283039,293500.0
193746.00675132673,276000.0
217148.56303296488,266400.0
221238.84077788712,175000.0
183180.80876720024,181300.0
183248.02195029968,316700.0
243471.34553969232,327700.0
230670.99932860024,261300.0
240671.71598238556,275000.0
202487.3792359315,307100.0
205709.29084790114,334300.0
216086.92113321868,352500.0
267652.003199182,330300.0
243274.32971638994,280200.0
262098.00070071293,342400.0
212118.65575447836,353100.0
275109.94826674706,354500.0
197084.24419426697,365600.0
286337.26153180073,359000.0
316895.86782606936,414700.0
309746.55789685604,407200.0
206483.50169313396,353600.0
260023.7792675076,366700.0
263203.172108153,373400.0
334895.2750202578,383900.0
322805.5593309999,500001.0
272808.9487555992,442100.0
186473.4390446272,342900.0
259769.17485087237,457500.0
369465.58046312886,473500.0
332759.3539812892,500001.0
330513.4232795313,500001.0
439408.61101873213,500001.0
427410.8346743174,500001.0
253573.32094479515,500001.0
358893.941436382,500001.0
372116.4173922733,500001.0
403353.4958858441,500001.0
277657.1467456399,500001.0
353389.3321142889,500001.0
454642.6493301157,500001.0
401499.0084250551,500001.0
367474.6199939295,500001.0
459936.06036959786,500001.0
465855.6305984904,500001.0
552310.4692788307,500001.0
474111.4026849014,500001.0
362099.0777991315,500001.0
396768.3870524737,500001.0
393158.58327134757,500001.0
460263.59260051645,500001.0
375594.2652601435,500001.0
270119.2314108214,500001.0
370175.1531335382,500001.0
398236.94851508626,500001.0
258068.03746521464,500001.0
315999.7785471348,500001.0
363657.21043627005,500001.0
339168.18241136183,500001.0
413841.11651334184,500001.0
401051.8816853469,500001.0
460099.822212821,500001.0
293499.88313319645,461200.0
300856.7441363916,440900.0
330204.25311580865,437100.0
235420.9139958681,265000.0
249738.4959079593,314100.0
295152.7062169605,360900.0
351242.21584241465,451300.0
344408.0458240386,463700.0
330915.32951854845,417800.0
347996.91104123875,443800.0
305412.21643529006,432900.0
289278.80749101256,362100.0
285136.0256906885,373100.0
289878.75612035213,438400.0
267719.6518811062,431900.0
326936.2303044743,425500.0
292643.41216250695,406300.0
332651.6346098682,397400.0
251717.96043162458,373400.0
286106.3948545007,376600.0
290114.6004563733,398100.0
326423.5667222397,500001.0
382585.99313381355,500001.0
337938.4319554133,500001.0
439633.849714281,500001.0
300237.9427635026,446600.0
483985.51151454146,500001.0
391896.73169887706,492000.0
526934.2920396287,500001.0
393527.2313219324,500001.0
358569.3454792362,500001.0
427161.3246209947,500001.0
325278.26584012504,500001.0
188691.51213395072,402500.0
311596.63463701,356000.0
251617.82159004235,405900.0
373728.09337521007,500001.0
280059.98427412426,500001.0
325580.4331101239,500001.0
344270.7237480368,500001.0
418522.07406379335,500001.0
598277.1077765126,500001.0
350547.1389876479,500001.0
282196.86036322406,476300.0
265788.64661311416,404800.0
237607.02611058546,378600.0
459511.5195083834,500001.0
457401.52381338045,500001.0
63112.06258048917,387500.0
331505.4037366887,475000.0
475529.39200388413,500001.0
525893.9112877189,500001.0
495219.9477486622,500001.0
593388.8711516806,500001.0
525423.0710845023,500001.0
460938.650572786,500001.0
435486.95892562653,500001.0
398626.0485299347,500001.0
363009.44274306885,500001.0
456209.4343450541,500001.0
493396.48979013844,500001.0
561593.5499296334,500001.0
593027.943500369,500001.0
378665.83671483106,500001.0
275646.5139879352,360000.0
506214.89295312687,500001.0
294647.60281858884,318700.0
285295.63609735953,279900.0
284361.05307308777,293300.0
289670.8177555205,398500.0
191547.41379869884,226400.0
213117.082068631,255800.0
301673.2861196322,361200.0
269194.37071895436,271400.0
320477.6427671816,362700.0
335509.2751363411,459200.0
310579.29259694193,473400.0
348413.7002696371,485000.0
351270.2774980472,405900.0
406063.4709784272,500001.0
399944.82577455894,500001.0
291239.2902978085,500001.0
245310.10005851096,434500.0
337804.5968588494,418300.0
287811.6689512573,348000.0
330086.1685649427,387500.0
349893.1619097005,355900.0
322024.6136823323,361600.0
333234.3807556383,394200.0
282312.4015886781,361400.0
279393.7374470024,305600.0
345652.58836045105,279300.0
253654.98644395373,279500.0
223670.2398223995,269400.0
244828.66935086035,246500.0
244587.6769780795,253800.0
216379.17636809134,191100.0
271752.78688100836,299300.0
238320.80051039017,233900.0
244645.05971731542,234600.0
261510.6400985138,245200.0
289920.1747152838,274100.0
229562.1223574243,238800.0
236126.6658391926,237600.0
228617.30168385812,262400.0
237049.432444533,230900.0
253842.10935506734,224000.0
220027.73135508044,221500.0
276117.86517582566,279100.0
207997.48862177107,209700.0
238287.17803465942,195000.0
160161.96522689055,184400.0
321569.6696664984,294200.0
211847.7877583471,198400.0
216469.68425725205,250800.0
241999.11622118272,282600.0
239318.62989729975,253200.0
277099.38269103126,311500.0
237531.422255751,218700.0
240830.0868740339,259300.0
208719.97240844156,236200.0
263155.07733160065,249500.0
162656.21937114236,350000.0
223963.5963348869,244500.0
217386.00381873327,213100.0
188126.24221281082,194300.0
183273.61930453498,123400.0
262492.8595601986,234500.0
253904.42731875437,224100.0
255357.75012845494,265700.0
280337.8548959192,289200.0
313474.98889200785,311800.0
297274.98197422206,291200.0
228384.0252867082,184800.0
247585.29960822398,257400.0
227017.50158481128,141600.0
215595.16577662504,183900.0
245772.29881700777,241200.0
267084.01559649804,237400.0
206189.84011982632,234400.0
265861.0611765483,241000.0
264516.02596357086,245600.0
232657.67712130083,241200.0
224601.5425059228,159000.0
276037.30053587194,251800.0
315609.45451572735,291500.0
233841.91000489768,233100.0
238865.48691948547,253300.0
275585.5676296172,248000.0
292905.0799691031,257200.0
284428.6229271976,278300.0
269548.3221789766,262700.0
224963.48365440714,217100.0
263401.916071725,229100.0
253540.913515422,289600.0
244881.83183835284,259500.0
262392.1817920612,265800.0
292508.8475689028,272400.0
255961.2029369571,260700.0
259573.65936687606,260500.0
219203.57477572138,500001.0
205031.86808589144,261100.0
220528.79813527066,385700.0
176097.93204783666,500001.0
222949.23163560627,394100.0
299085.9649951378,412600.0
329323.76740104373,416300.0
290006.3512558667,344500.0
249814.69663680342,288100.0
199053.32358726164,229800.0
133700.1193122774,248200.0
224576.46293677288,386200.0
195000.82742108798,226900.0
182886.02616859117,239300.0
220198.37533167444,436700.0
243516.9805835815,321700.0
223830.48773365724,335000.0
250086.50281562275,300800.0
263054.765465698,393100.0
244005.37036719636,386800.0
179635.45417764495,350000.0
207000.74572099437,260700.0
249363.705090467,234000.0
175029.32289564973,260300.0
205849.1202111625,279800.0
243845.95927481868,264700.0
259853.5664608689,308700.0
195127.0647196456,251500.0
223876.52576705228,298500.0
166550.4087395138,198600.0
171813.02152776287,203600.0
211605.08900512973,228600.0
119453.1179512002,178000.0
153116.22919575628,170300.0
111123.51380679636,160100.0
148751.2438167181,305000.0
188215.67798254226,374600.0
267922.63066002674,500001.0
207787.47258175077,262500.0
701047.9748947638,131300.0
193989.86923375377,340900.0
268259.1375584554,390000.0
667492.6094093248,400000.0
452893.44061395363,350000.0
130443.24674859206,137500.0
310319.0839513187,271400.0
248630.85506162632,263100.0
276003.8231293292,281500.0
235045.75178261386,256300.0
214249.38469021453,239200.0
217882.11466879395,233000.0
235663.49875582792,265300.0
176895.21200103682,245000.0
134729.1417223611,187500.0
194496.72505928116,212500.0
283705.9422035725,404700.0
328506.8592731996,367600.0
266695.9586847379,362300.0
-17064.21023948275,131300.0
191476.04547124647,263800.0
200916.83147176012,294100.0
211341.10832096604,320900.0
193425.99465276257,258300.0
283177.73375462444,266400.0
223676.3953057522,253100.0
285142.4624161724,238600.0
200675.07702706367,223900.0
179178.5836505056,255400.0
183016.55330934416,229400.0
170735.04876437344,217500.0
117754.51108676384,166700.0
148837.2841026232,195300.0
177710.2679802001,260900.0
205393.0434960963,232800.0
175690.99399683528,240000.0
214061.22127936673,275000.0
190818.3492767354,242400.0
174509.47227173884,240500.0
216384.9023067093,400000.0
167370.16757321727,326700.0
170532.31336161436,234400.0
182611.4588406602,225000.0
138105.24358724224,262500.0
241484.30189467178,237500.0
173542.77807556855,232600.0
112636.24826264381,250000.0
159445.43680716446,281300.0
159538.3765877064,112500.0
208721.16142328246,243500.0
156987.02890140848,216100.0
224448.29063097425,202000.0
149984.75074488332,196400.0
166109.51088715138,206400.0
188566.1751039456,284200.0
236556.58857418966,263800.0
168511.7489017966,388500.0
211288.78536343548,226500.0
256900.46371204912,258300.0
198952.82450898676,276000.0
204779.92020393183,265800.0
194280.85991246015,116600.0
162395.2002643015,173200.0
169671.2626361066,156000.0
149474.77720090467,151700.0
165970.47656624514,164600.0
187343.60132049955,218100.0
215693.78634963083,194500.0
161977.46219325333,177800.0
172777.4024255377,238300.0
196907.76511129306,160700.0
157954.61296473286,161400.0
118673.07596148169,155000.0
146164.3742695254,151400.0
133695.02801830953,162000.0
138769.15109821362,121400.0
137762.53455206362,190400.0
147824.64085229195,184300.0
178440.55970659835,190000.0
135796.65003288543,169700.0
162978.2471675414,194800.0
153638.83605846736,189100.0
201032.30524362417,241200.0
117126.08583645814,178400.0
116221.85082495894,171300.0
190948.7304973717,192200.0
153146.03415307205,190100.0
141556.3347689927,177500.0
241072.36821977491,334000.0
238455.64627714144,315800.0
230934.39969149858,350000.0
245170.8059110373,240000.0
227519.15781308198,222600.0
201234.88199185426,231600.0
224536.86214543885,239600.0
238578.4525437472,214300.0
233911.47972782716,204800.0
283201.66110802296,202300.0
194019.54503969828,206900.0
262711.5537090072,284100.0
263030.111778276,185100.0
326665.96293823386,273300.0
331498.2231332862,273900.0
285255.55551656015,206800.0
227665.86817965622,204100.0
230017.80646655842,180300.0
355693.0383889595,394900.0
309382.30946015625,383300.0
215974.63971430296,154500.0
271471.34842288645,196400.0
252533.58291698887,146300.0
268928.83016569767,270000.0
237137.67571041168,201300.0
210016.96916906294,232300.0
228241.5473730384,220900.0
252033.17504035865,203700.0
225373.10026241688,312300.0
257370.70989912204,322000.0
450296.58060948347,500001.0
261383.26795140575,440500.0
230271.2835994944,261500.0
253399.21070660456,240000.0
204800.60686298125,190900.0
248001.13218665373,308100.0
252170.0763979782,373400.0
351102.4644679792,397700.0
294702.24262963864,331500.0
346138.0011631574,402300.0
300523.70866549824,356600.0
286692.3063812463,363500.0
214900.59439047083,386400.0
289606.6100489716,340600.0
284760.647989268,390000.0
247548.63565150645,353000.0
274501.98849339754,304400.0
269651.26877821586,355300.0
218116.13872756512,371600.0
210887.37673450308,262400.0
236419.6350215437,272900.0
186632.428005065,215800.0
180790.738237247,207000.0
229765.56969927295,234600.0
213505.38697727458,215600.0
202175.2288865158,251900.0
176141.9001878841,258300.0
158776.3018573006,213200.0
194181.22234578556,256700.0
260899.86788924408,422400.0
140526.77676785615,377300.0
261693.3250515188,294400.0
186408.46751595286,228500.0
204373.28655574375,234600.0
228078.13946479096,245100.0
184897.69839440062,229200.0
179987.9322368213,252400.0
153836.7755946619,228600.0
206802.728346305,263800.0
213527.2983285843,290700.0
201782.49570159416,264300.0
226791.2095058738,261200.0
165552.87006938027,330800.0
227843.52570496348,283500.0
221703.0304880305,315200.0
188038.31195699598,305200.0
179224.3885705114,238000.0
221992.50167203762,221700.0
234773.69204321541,351800.0
243936.98779631,322300.0
146761.07159879617,233300.0
245016.9111395876,289500.0
222492.86050414285,231900.0
208063.72409068796,252300.0
275065.1681796816,308800.0
233334.72481610943,295200.0
293233.14279057895,321100.0
260258.7781366585,335500.0
233111.70424730398,368400.0
254006.10602413517,307900.0
236220.60894425484,352000.0
151139.34390263096,300000.0
107667.9277910735,420000.0
233201.9517386098,290400.0
208238.2433118361,298600.0
210574.2760936592,349300.0
160476.65097792182,288400.0
153954.2994917227,279800.0
